1288,考え方,考[かんが]え 方[かた],Way Of Thinking,考え方は、人それぞれです。,考[かんが]え 方[かた]は、 人[ひと]それぞれです。,People have their own way of thinking.,True,,,,7
1289,肉,肉[にく],Meat,このカレー、肉は入ってますか？,このカレー、 肉[にく]は 入[はい]ってますか？,Does this curry have meat in it?,True,,,,5
1290,牛肉,牛肉[ぎゅうにく],Beef,牛肉は平気ですか？,牛肉[ぎゅうにく]は 平気[へいき]ですか？,Is beef okay?,True,,,,5
1291,皮肉,皮肉[ひにく],Irony,父は、皮肉な男だ。,父[ちち]は、 皮肉[ひにく]な 男[おとこ]だ。,My father is an ironic man.,True,,,,5
1292,自分,自分[じぶん],Oneself,男は自分だけだった。,男[おとこ]は 自分[じぶん]だけだった。,I was the only man there.,True,,,,5
1293,自立,自立[じりつ],Independence,年内のゴールは自立することです。,年内[ねんない]のゴールは 自立[じりつ]することです。,My goal by the end of the year is to be independent.,True,,,,5
1294,色,色[いろ],Color,この色はコバルトブルーです。,この 色[いろ]はコバルトブルーです。,This color is cobalt blue.,True,,,,5
1295,色々,色々[いろいろ],Various,色々なタイプの人がいます。,色々[いろいろ]なタイプの 人[ひと]がいます。,There are various types of people.,True,,,,5
1296,水色,水色[みずいろ],Sky Blue,あの水色のバッグがほしいんですが。,あの 水色[みずいろ]のバッグがほしいんですが。,I want that light blue bag.,True,,,,5
1297,行く,行[い]く,To Go,十一月に、日本に行く。,十一[じゅういち] 月[がつ]に、 日本[にっぽん]に 行[い]く。,I'm going to Japan in November.,True,,,,5
1298,行う,行[おこな]う,To Carry Something Out,ホテルでミーティングを行うつもりです。,ホテルでミーティングを 行[おこな]うつもりです。,I will have a meeting at the hotel.,True,,,,6
1299,行き,行[い]き,Train Direction,このバスはシアトル行きです。,このバスはシアトル 行[い]きです。,This bus is bound for Seattle.,True,,,,5
1300,西,西[にし],West,西はどっちの方ですか？,西[にし]はどっちの 方[ほう]ですか？,Which way is West?,True,,,,5
1301,北西,北西[ほくせい],Northwest,北西に見える山が、ふじ山です。,北西[ほくせい]に 見[み]える 山[やま]が、ふじ 山[やま]です。,The mountain you can see in the northwest is Mt. Fuji.,True,,,,5
1302,何千,何千[なんぜん],Thousands,何千回もエラーが出た。,何千[なんぜん] 回[かい]もエラーが 出[で]た。,We've got thousands of errors.,True,,,,5
1303,何,何[なに],What,何？,何[なに]？,What?,True,,,,5
1304,何人,何人[なにじん],How Many People,スタッフは何人ですか？,スタッフは 何人[なんぴと]ですか？,How many people are on your staff?,True,,,,5
1305,何月,何[なに] 月[がつ],What Month,何月生まれですか？,何[なに] 月[がつ] 生[う]まれですか？,What month are you born in?,True,,,,5
1306,何日,何[なに] 日[にち],How Many Days,アルバイト、何日休むんですか。,アルバイト、 何[なに] 日[にち] 休[やす]むんですか。,How many days will you take off from your part-time job?,True,,,,5
1307,何年,何[なに] 年[ねん],What Year,ご主人は、何年生まれですか？,ご 主人[しゅじん]は、 何[なに] 年[ねん] 生[う]まれですか？,What year was your husband born?,True,,,,5
1308,何回,何[なに] 回[かい],How Many Times,先月ご主人とは何回出かけましたか？,先月[せんげつ]ご 主人[しゅじん]とは 何[なに] 回[かい] 出[で]かけましたか？,How many times did you go out with your husband last month?,True,,,,5
1309,学ぶ,学[まな]ぶ,To Learn,人生は学ぶことが多いです。,人生[じんせい]は 学[まな]ぶことが 多[おお]いです。,There are so many things to learn in life.,True,,,,5
1310,学生,学生[がくせい],Student,母はメディカルスクールの学生です。,母[はは]はメディカルスクールの 学生[がくせい]です。,My mother is a medical school student.,True,,,,5
1311,学年,学年[がくねん],School Grade,兄は一つ上の学年です。,兄[あに]は 一[ひと]つ 上[うえ]の 学年[がくねん]です。,My brother is a school year ahead of me.,True,,,,5
1312,入学,入学[にゅうがく],School Admission,入学おめでとう。,入学[にゅうがく]おめでとう。,Congratulations on your enrollment.,True,,,,5
1313,工学,工学[こうがく],Engineering,ロボット工学のクラスに入りたい。,ロボット 工学[こうがく]のクラスに 入[はい]りたい。,I want to take a robot engineering class.,True,,,,5
1314,大学,大学[だいがく],University,父は、１９９１年に大学に入った。,父[ちち]は、 １９９１[いちきゅうきゅういち] 年[ねん]に 大学[だいがく]に 入[はい]った。,My father entered college in 1991.,True,,,,5
1315,休学,休学[きゅうがく],Absence From School,休学したいなぁ。,休学[きゅうがく]したいなぁ。,I want to take a leave of absence.,True,,,,5
1316,林,林[はやし],Forest,あの林にはログハウスがたくさんあります。,あの 林[はやし]にはログハウスがたくさんあります。,There are many log houses in that forest.,True,,,,5
1317,空気,空気[くうき],Air,山は空気がきれいですね。,山[やま]は 空気[くうき]がきれいですね。,The mountain air is so clean.,True,,,,5
1318,空,空[そら],Sky,空は広い。,空[そら]は 広[ひろ]い。,The sky is big.,True,,,,5
1319,金,金[きん],Gold,金のネックレスをプレゼントしました。,金[かね]のネックレスをプレゼントしました。,I gave her a gold necklace.,True,,,,5
1320,金玉,金玉[きんたま],Testicles,それは金玉ではありません。,それは 金玉[きんぎょく]ではありません。,That is not a testicle.,True,,,,5
1321,お金,お 金[かね],Money,ウェディングリングは、お金よりも大切です。,ウェディングリングは、お 金[かね]よりも 大切[たいせつ]です。,Wedding rings are more important than money.,True,,,,5
1322,雨,雨[あめ],Rain,今日は雨だ。,今日[きょう]は 雨[あめ]だ。,It's rainy today.,True,,,,5
1323,青い,青[あお]い,Blue,この青い花はスイートピーです。,この 青[あお]い 花[はな]はスイートピーです。,This blue flower is sweet pea.,True,,,,5
1324,青年,青年[せいねん],Youth,その青年は十八才でした。,その 青年[せいねん]は 十八[じゅうはち] 才[さい]でした。,The young man was eighteen years old.,True,,,,5
1325,草,草[くさ],Grass,ここは草ばかりだ。,ここは 草[くさ]ばかりだ。,There's nothing but grass around here.,True,,,,5
1326,音,音[おと],Sound,これはフェラーリのエンジンの音だ。,これはフェラーリのエンジンの 音[おと]だ。,This is the sound of a Ferrari engine.,True,,,,5
1327,作る,作[つく]る,To Make,母は、いつもサンドイッチを作る。,母[はは]は、いつもサンドイッチを 作[つく]る。,My mother always makes sandwiches.,True,,,,5
1328,体,体[からだ],Body,その男は体が大きい。,その 男[おとこ]は 体[からだ]が 大[おお]きい。,The man has a big body.,True,,,,5
1329,体力,体力[たいりょく],Physical Strength,お父さんは体力がない。,お 父[ちち]さんは 体力[たいりょく]がない。,Dad doesn't have much endurance.,True,,,,5
1330,体内,体内[たいない],Internal,どうしても水は体内から出る。,どうしても 水[みず]は 体内[たいない]から 出[で]る。,Water comes out of the body no matter what.,True,,,,5
1331,作文,作文[さくぶん],Composition,七才の男の子の作文が本になった。,七[なな] 才[さい]の 男[おとこ]の 子[こ]の 作文[さくぶん]が 本[ほん]になった。,A seven-year-old boy's essay became a book.,True,,,,5
1332,工作,工作[こうさく],Handicraft,わたし、工作が下手なんです。,わたし、 工作[こうさく]が 下手[へた]なんです。,I'm not good at crafts.,True,,,,5
1333,大作,大作[たいさく],An Epic,「サイコ」はヒッチコックの大作だ。,「サイコ」はヒッチコックの 大作[たいさく]だ。,"""Psycho"" is Hitchcock's magnum opus.",True,,,,5
1334,図,図[ず],Diagram,下の図を見てください。,下[した]の 図[ず]を 見[み]てください。,Please look at the diagram below.,True,,,,5
1335,声,声[こえ],Voice,あっ、お父さんの声だ。,あっ、お 父[ちち]さんの 声[こえ]だ。,"Oh, that Dad's voice.",True,,,,5
1336,大声,大声[おおごえ],Large Voice,つい大声が出てしまった。,つい 大声[おおごえ]が 出[で]てしまった。,I raised my voice despite myself.,True,,,,5
1337,売る,売[う]る,To Sell Something,道に絵を売る人がいました。,道[みち]に 絵[え]を 売[う]る 人[ひと]がいました。,There was a person selling pictures on the street.,True,,,,9
1338,弟,弟[おとうと],Younger Brother,左の男の子がわたしの弟です。,左[ひだり]の 男[おとこ]の 子[こ]がわたしの 弟[おとうと]です。,The boy on the left is my brother.,True,,,,5
1339,兄弟,兄弟[きょうだい],Brothers,あの二人は兄弟です。,あの 二人[ふたり]は 兄弟[きょうだい]です。,Those two are brothers.,True,,,,5
1340,形,形[かたち],Shape,今日のおにぎりの形は丸です。,今日[きょう]のおにぎりの 形[かたち]は 丸[まる]です。,The shape of today's rice ball is round.,True,,,,7
1341,ハート形,ハート 形[けい],Heart Shaped,ハート形の風船を買いました。,ハート 形[けい]の 風船[ふうせん]を 買[か]いました。,I bought a heart-shaped balloon.,True,,,,9
1342,来る,来[く]る,To Come,もうすぐ先生が来る。,もうすぐ 先生[せんせい]が 来[く]る。,The teacher's coming soon.,True,,,,5
1343,来月,来月[らいげつ],Next Month,花火大会は来月ですか？,花火[はなび] 大会[たいかい]は 来月[らいげつ]ですか？,Is the firework festival next month?,True,,,,5
1344,来年,来年[らいねん],Next Year,来年は２０００年です。,来年[らいねん]は ２０００[にれいれいれい] 年[ねん]です。,Next year is the year 2000.,True,,,,5
1345,古来,古来[こらい],From Ancient Times,古来から、あの山は「ふじ山」という名だ。,古来[こらい]から、あの 山[やま]は「ふじ 山[やま]」という 名[な]だ。,"Since ancient times, that mountain has been called ""Mt. Fuji.""",True,,,,5
1346,〜年来,〜 年来[ねんらい],For Some Years,マイケルは、父の三十年来の友人です。,マイケルは、 父[ちち]の 三十[さんじゅう] 年[ねん] 来[らい]の 友人[ゆうじん]です。,Michael is my father's friend of thirty years.,True,,,,5
1347,社内,社内[しゃない],Within The Company,社内にデザイナーがいます。,社内[しゃない]にデザイナーがいます。,The company has in-house designers.,True,,,,5
1348,入社,入社[にゅうしゃ],Joining A Company,入社したばかりです。,入社[にゅうしゃ]したばかりです。,I just joined a company.,True,,,,5
1349,本社,本社[ほんしゃ],Headquarters,本社はポートランドにあります。,本社[ほんしゃ]はポートランドにあります。,The head office is in Portland.,True,,,,5
1350,会社,会社[かいしゃ],Company,この会社のスタッフは五百人です。,この 会社[かいしゃ]のスタッフは 五百[ごひゃく] 人[にん]です。,This company has a staff of five hundred.,True,,,,5
1351,角,角[かく],Angle,角にコンビニがありますよ。,角[かど]にコンビニがありますよ。,There is a convenience store on the corner.,True,,,,5
1352,三角,三角[さんかく],Triangle,そのチーズは三角でした。,そのチーズは 三角[さんかく]でした。,The cheese was triangular.,True,,,,5
1353,四角,四角[しかく],Square,わたしのキーボードのキーは四角です。,わたしのキーボードのキーは 四角[しかく]です。,The keys on my keyboard are square.,True,,,,5
1354,言う,言[ゆ]う,To Say,スタッフは「ありがとうございました」と、言う。,スタッフは「ありがとうございました」と、 言[ゆ]う。,"The staff says, ""Thank you.""",True,,,,5
1355,谷,谷[たに],Valley,谷の水はきれいです。,谷[たに]の 水[みず]はきれいです。,The water in the valley is clean.,True,,,,5
1356,走る,走[はし]る,To Run,レストランまで走る？,レストランまで 走[はし]る？,Wanna run to the restaurant?,True,,,,5
1357,走行,走行[そうこう],Traveling,走行スピードを下げてください。,走行[そうこう]スピードを 下[さ]げてください。,Reduce the driving speed.,True,,,,5
1358,近い,近[ちか]い,Close,ここから近いコンビニはセブンイレブンです。,ここから 近[ちか]いコンビニはセブンイレブンです。,The convenience store near here is 7-Eleven.,True,,,,5
1359,近日,近日[きんじつ],Soon,このレストランは近日オープンする。,このレストランは 近日[きんじつ]オープンする。,This restaurant will open soon.,True,,,,5
1360,近年,近年[きんねん],Recent Years,近年、日本のウィスキーがトレンドです。,近年[きんねん]、 日本[にっぽん]のウィスキーがトレンドです。,"In recent years, Japanese whiskey has been trending.",True,,,,5
1361,麦,麦[むぎ],Wheat,麦アレルギーです。,麦[むぎ]アレルギーです。,I'm allergic to wheat.,True,,,,5
1362,文化,文化[ぶんか],Culture,これは日本の文化についての本です。,これは 日本[にっぽん]の 文化[ぶんか]についての 本[ほん]です。,This is a book about Japanese culture.,True,,,,6
1363,地下,地下[ちか],Underground,その車両は地下に入った。,その 車両[しゃりょう]は 地下[ちか]に 入[はい]った。,The vehicle went underground.,True,,,,6
1364,土地,土地[とち],Land,ここは、あなたの土地ではありません。,ここは、あなたの 土地[とち]ではありません。,This isn’t your land.,True,,,,6
1365,地図,地図[ちず],Map,スマートフォンで地図を出しました。,スマートフォンで 地図[ちず]を 出[だ]しました。,I got out the map on my smartphone.,True,,,,6
1366,両手,両手[りょうて],Both Hands,両手を上げて、バンザイをしました。,両手[りょうて]を 上[あ]げて、バンザイをしました。,They raised both hands and shouted banzai.,True,,,,6
1367,両日,両日[りょうじつ],Both Days,両日のスケジュールをメールして下さい。,両日[りょうじつ]のスケジュールをメールして 下[くだ]さい。,Please email the schedule for both days.,True,,,,6
1368,両方,両方[りょうほう],Both,父も母も、両方ともフランス人です。,父[ちち]も 母[はは]も、 両方[りょうほう]ともフランス 人[にん]です。,Both my father and mother are French.,True,,,,6
1369,全て,全[すべ]て,All,玉ねぎは全て切りますか？,玉[たま]ねぎは 全[すべ]て 切[き]りますか？,Should I cut this entire onion?,True,,,,6
1370,全力,全力[ぜんりょく],Full Effort,会社まで全力で走りました。,会社[かいしゃ]まで 全力[ぜんりょく]で 走[はし]りました。,I ran to the company with my utmost effort.,True,,,,6
1371,全日本,全[ぜん] 日本[にっぽん],All Japan,全日本の人口は主にアジア人です。,全[ぜん] 日本[にっぽん]の 人口[じんこう]は 主[おも]にアジア 人[にん]です。,The population of all of Japan is mainly Asian.,True,,,,6
1372,安全,安全[あんぜん],Safety,このツリーハウスは、安全ですか？,このツリーハウスは、 安全[あんぜん]ですか？,Is this tree house safe?,True,,,,6
1373,方向,方向[ほうこう],Direction,入り口の方向はどちらですか。,入[い]り 口[ぐち]の 方向[ほうこう]はどちらですか。,Which direction is the entrance?,True,,,,6
1374,安い,安[やす]い,Cheap,カメルーンのフルーツはとても安い。,カメルーンのフルーツはとても 安[やす]い。,Fruits in Cameroon is very cheap.,True,,,,6
1375,安心,安心[あんしん],Relief,これで安心です。,これで 安心[あんしん]です。,That’s a relief.,True,,,,6
1376,不安,不安[ふあん],Uneasiness,一人で外国に行くのは少し不安です。,一人[ひとり]で 外国[がいこく]に 行[い]くのは 少[すこ]し 不安[ふあん]です。,I'm a little anxious to go abroad alone.,True,,,,6
1377,平安,平安[へいあん],Peace,今日は一日、平安な日でした。,今日[きょう]は 一日[ついたち]、 平安[へいあん]な 日[ひ]でした。,Today was a peaceful day.,True,,,,6
1378,州,州[しゅう],State,私は、アイダホ州の生まれです。,私[わたし]は、アイダホ 州[しゅう]の 生[う]まれです。,I was born in the state of Idaho.,True,,,,6
1379,九州,九州[きゅうしゅう],Kyuushuu,九州に行ったことはありますか？,九州[きゅうしゅう]に 行[い]ったことはありますか？,Have you ever been to Kyushu?,True,,,,6
1380,本州,本州[ほんしゅう],Honshuu,本州の人口は何人ですか？,本州[ほんしゅう]の 人口[じんこう]は 何人[なんぴと]ですか？,What is the population of Honshu?,True,,,,6
1381,曲,曲[きょく],Tune,この曲はアメリカで人気です。,この 曲[きょく]はアメリカで 人気[にんき]です。,This song is popular in the United States.,True,,,,6
1382,名曲,名曲[めいきょく],Famous Music,これはジャズの名曲です。,これはジャズの 名曲[めいきょく]です。,This is a jazz masterpiece.,True,,,,6
1383,有る,有[あ]る,To Have,マヨネーズなら、まだ少し有る。,マヨネーズなら、まだ 少[すこ]し 有[あ]る。,We still have a little mayonnaise.,True,,,,6
1384,有名,有名[ゆうめい],Famous,ニコラス・ケイジは日本でも有名です。,ニコラス・ケイジは 日本[にっぽん]でも 有名[ゆうめい]です。,Nicholas Cage is famous in Japan too.,True,,,,6
1385,次,次[つぎ],Next,次のバスで行きましょう。,次[つぎ]のバスで 行[い]きましょう。,Let's go with the next bus.,True,,,,6
1386,次回,次回[じかい],Next Time,次回は、いつですか？,次回[じかい]は、いつですか？,When is the next time?,True,,,,6
1387,目次,目次[もくじ],Table Of Contents,先ず、本の目次を見て下さい。,先[ま]ず、 本[ほん]の 目次[もくじ]を 見[み]て 下[くだ]さい。,"First, please look at the table of contents of the book.",True,,,,6
1388,死ぬ,死[し]ぬ,To Die,このスプレーで大体の虫は死ぬ。,このスプレーで 大体[だいたい]の 虫[むし]は 死[し]ぬ。,Most insects die with this spray.,True,,,,6
1389,死体,死体[したい],Dead Body,二人の死体は、山で見つかった。,二人[ふたり]の 死体[したい]は、 山[やま]で 見[み]つかった。,Dead bodies of the two were found in a mountain.,True,,,,6
1390,死亡,死亡[しぼう],Mortality,今回のフライトで、死亡した人はいませんでした。,今回[こんかい]のフライトで、 死亡[しぼう]した 人[ひと]はいませんでした。,No one died in this flight.,True,,,,6
1391,羊,羊[ひつじ],Sheep,この羊の毛は白いです。,この 羊[ひつじ]の 毛[け]は 白[しろ]いです。,This sheep's fur is white.,True,,,,6
1392,羊毛,羊毛[ようもう],Wool,クリスマスプレゼントに、羊毛のブランケットをもらいました。,クリスマスプレゼントに、 羊毛[ようもう]のブランケットをもらいました。,I got a wool blanket as a Christmas present.,True,,,,6
1393,血,血[ち],Blood,シャツに血がついていますよ。,シャツに 血[ち]がついていますよ。,There is blood on your shirt.,True,,,,6
1394,出血,出血[しゅっけつ],Bleeding,出血が止まりません。,出血[しゅっけつ]が 止[と]まりません。,Bleeding doesn't stop.,True,,,,6
1395,国,国[くに],Country,お国はどちらですか。,お 国[くに]はどちらですか。,Which country are you from?,True,,,,6
1396,中国,中国[ちゅうごく],China,中国の人口は日本よりも大きい。,中国[ちゅうごく]の 人口[じんこう]は 日本[にっぽん]よりも 大[おお]きい。,China's population is larger than Japan.,True,,,,6
1397,天国,天国[てんごく],Kingdom Of Heaven,これは、天国にいる母へのメッセージです。,これは、 天国[てんごく]にいる 母[はは]へのメッセージです。,This is a message to my mother in heaven.,True,,,,6
1398,全国,全国[ぜんこく],Nationwide,今、全国でインフルエンザの人が多いです。,今[いま]、 全国[ぜんこく]でインフルエンザの 人[ひと]が 多[おお]いです。,"Right now, there are many people with flu nationwide.",True,,,,6
1399,四国,四国[しこく],Shikoku,四国にはまだ行ったことがありません。,四国[しこく]にはまだ 行[い]ったことがありません。,I still haven’t been to Shikoku.,True,,,,6
1400,外国,外国[がいこく],Foreign Country,まだ外国に行ったことがありません。,まだ 外国[がいこく]に 行[い]ったことがありません。,I have never been to a foreign country yet.,True,,,,6
1401,外国人,外国[がいこく] 人[にん],Foreign Person,六月に外国人の友人が日本に来ます。,六[ろく] 月[がつ]に 外国[がいこく] 人[にん]の 友人[ゆうじん]が 日本[にっぽん]に 来[き]ます。,My foreign friends are coming to Japan in June.,True,,,,6
1402,米国,米国[べいこく],United States Of America,主人は米国にいます。,主人[しゅじん]は 米国[べいこく]にいます。,My husband is in the United States.,True,,,,6
1403,夜,夜[よる],Night,夜のパリはロマンチックだ。,夜[よる]のパリはロマンチックだ。,Paris at night is romantic.,True,,,,6
1404,今夜,今夜[こんや],Tonight,ウェディングパーティーは今夜です。,ウェディングパーティーは 今夜[こんや]です。,The wedding party is tonight.,True,,,,6
1405,姉妹,姉妹[しまい],Sisters,あの二人って姉妹みたいだよね。,あの 二人[ふたり]って 姉妹[しまい]みたいだよね。,Those two are like sisters.,True,,,,6
1406,妹,妹[いもうと],Younger Sister,この子は、私の妹です。,この 子[こ]は、 私[わたし]の 妹[いもうと]です。,This kid is my little sister.,True,,,,6
1407,お姉さん,お 姉[あね]さん,Older Sister,あの人が、レイチェルのお姉さん？,あの 人[ひと]が、レイチェルのお 姉[あね]さん？,Is that person Rachel's older sister?,True,,,,6
1408,店,店[みせ],Shop,一人で店に入りました。,一人[ひとり]で 店[みせ]に 入[はい]りました。,I entered the store alone.,True,,,,6
1409,明るい,明[あか]るい,Bright,カーテンから入る日の光が明るい。,カーテンから 入[はい]る 日[ひ]の 光[ひかり]が 明[あか]るい。,The light of the sun coming from the curtain is bright.,True,,,,6
1410,不明,不明[ふめい],Unknown,このホテルは、オーナーが不明です。,このホテルは、オーナーが 不明[ふめい]です。,The owner of this hotel is unknown.,True,,,,6
1411,東方,東方[とうほう],Eastward,この男は、東方の国から来たらしい。,この 男[おとこ]は、 東方[とうほう]の 国[くに]から 来[き]たらしい。,Apparently this man is from a country in the East.,True,,,,6
1412,東北,東北[とうほく],Tohoku ,東北で、ボランティアをしていました。,東北[とうほく]で、ボランティアをしていました。,I was volunteering in Tohoku.,True,,,,6
1413,中東,中東[ちゅうとう],Middle East,さっきテレビで中東のニュースを見ました。,さっきテレビで 中東[ちゅうとう]のニュースを 見[み]ました。,I just saw the news about the Middle East on TV.,True,,,,6
1414,南東,南東[なんとう],Southeast,車は、南東の方に行った。,車[くるま]は、 南東[なんとう]の 方[ほう]に 行[い]った。,The car went in a southeast direction.,True,,,,6
1415,歩く,歩[ある]く,To Walk,一人で山を歩く。,一人[ひとり]で 山[やま]を 歩[ある]く。,I walk in the mountains alone.,True,,,,6
1416,直す,直[なお]す,To Fix,このパソコン、直せますか？,このパソコン、 直[なお]せますか？,Can you fix this computer?,True,,,,6
1417,直る,直[なお]る,To Be Fixed,もうすぐ、インターネットのルーターが直ると思う。,もうすぐ、インターネットのルーターが 直[なお]ると 思[おも]う。,I think the internet router will be fixed soon.,True,,,,7
1418,正直,正直[しょうじき],Honest,川田さんは、とても正直な人です。,川田[かわた]さんは、とても 正直[しょうじき]な 人[ひと]です。,Kawata is a very honest person.,True,,,,6
1419,直行,直行[ちょっこう],Nonstop,入り口に直行して下さい。,入[い]り 口[ぐち]に 直行[ちょっこう]して 下[くだ]さい。,Please go straight to the entrance.,True,,,,6
1420,長い,長[なが]い,Long,この川は長いです。,この 川[かわ]は 長[なが]いです。,This river is long.,True,,,,6
1421,社長,社長[しゃちょう],Company President,社長はミーティング中です。,社長[しゃちょう]はミーティング 中[ちゅう]です。,The company president is in a meeting.,True,,,,6
1422,前,前[まえ],Front,入り口の前に、たくさんの人がいます。,入[い]り 口[ぐち]の 前[まえ]に、たくさんの 人[ひと]がいます。,There are many people in front of the entrance.,True,,,,6
1423,午前,午前[ごぜん],AM,平日の午前はランニングをします。,平日[へいじつ]の 午前[ごぜん]はランニングをします。,I run in the morning on weekdays.,True,,,,6
1424,南,南[みなみ],South,南に山がある。,南[みなみ]に 山[やま]がある。,There is a mountain in the south.,True,,,,6
1425,後ろ,後[うし]ろ,Behind,後ろに見える大きな山が、ふじ山です。,後[うし]ろに 見[み]える 大[おお]きな 山[やま]が、ふじ 山[やま]です。,The big mountain you can see behind is Mt. Fuji.,True,,,,6
1426,後で,後[あと]で,After,後でホテルに来て下さい。,後[あと]でホテルに 来[き]て 下[くだ]さい。,Please come to the hotel later.,True,,,,6
1427,午後,午後[ごご],PM,午後は、会社にいますか？,午後[ごご]は、 会社[かいしゃ]にいますか？,Are you at the company in the afternoon?,True,,,,6
1428,思う,思[おも]う,To Think,コウイチも来ると思う。,コウイチも 来[く]ると 思[おも]う。,I think Koichi will also come.,True,,,,6
1429,星,星[ほし],Star,夜には、星がとてもきれいでした。,夜[よる]には、 星[ほし]がとてもきれいでした。,That night the stars were really pretty.,True,,,,9
1430,生活,生活[せいかつ],Life,生活にかかるお金が大きいです。,生活[せいかつ]にかかるお 金[かね]が 大[おお]きいです。,The cost of living is big.,True,,,,6
1431,海,海[うみ],Ocean,その海の色はエメラルドグリーンでした。,その 海[うみ]の 色[いろ]はエメラルドグリーンでした。,The color of the sea was emerald green.,True,,,,9
1432,海外,海外[かいがい],Overseas,海外に行きたいなぁ。,海外[かいがい]に 行[い]きたいなぁ。,I want to go abroad.,True,,,,6
1433,点,点[てん],Point,日本に点が入った。,日本[にっぽん]に 点[てん]が 入[はい]った。,Japan got a score.,True,,,,6
1434,科学,科学[かがく],Science,それは科学の本ですよ。,それは 科学[かがく]の 本[ほん]ですよ。,It's a science book.,True,,,,6
1435,お茶,お 茶[ちゃ],Tea,お茶下さい。,お 茶[ちゃ] 下[くだ]さい。,"Tea, please.",True,,,,6
1436,茶色,茶色[ちゃいろ],Brown,私のカバンは茶色です。,私[わたし]のカバンは 茶色[ちゃいろ]です。,My bag is brown.,True,,,,6
1437,食べる,食[た]べる,To Eat,毎日ドーナッツを食べる。,毎日[まいにち]ドーナッツを 食[た]べる。,I eat donuts every day.,True,,,,6
1438,首,首[くび],Neck,首のストレッチをしましょう。,首[くび]のストレッチをしましょう。,Let's stretch your neck.,True,,,,6
1439,足首,足首[あしくび],Ankle,足首のストレッチをしましょう。,足首[あしくび]のストレッチをしましょう。,Let's stretch your ankle.,True,,,,6
1440,首になる,首[くび]になる,To Get Fired,先月、会社を首になりました。,先月[せんげつ]、 会社[かいしゃ]を 首[くび]になりました。,"Last month, I was fired from the company.",True,,,,6
1441,欠点,欠点[けってん],Shortcoming,このテレビにも、欠点は一つだけあります。,このテレビにも、 欠点[けってん]は 一[ひと]つだけあります。,This TV also has only one flaw.,True,,,,7
1442,〜氏,〜 氏[し],Mister,ビル・ゲイツ氏はシアトルの生まれです。,ビル・ゲイツ 氏[し]はシアトルの 生[う]まれです。,Mister Bill Gates was born in Seattle.,True,,,,7
1443,氏名,氏名[しめい],Full Name,氏名を入力して下さい。,氏名[しめい]を 入力[にゅうりょく]して 下[くだ]さい。,Please enter your full name.,True,,,,7
1444,自由,自由[じゆう],Freedom,私には今日休む自由がある。,私[わたし]には 今日[きょう] 休[やす]む 自由[じゆう]がある。,I have the freedom to take a day off today.,True,,,,7
1445,理由,理由[りゆう],Reason,理由は有りません。,理由[りゆう]は 有[あ]りません。,There is no reason.,True,,,,7
1446,〜札,〜 札[さつ],Bill,おつりは、全て千円札でもらえますか？,おつりは、 全[すべ]て 千[せん] 円[えん] 札[さつ]でもらえますか？,"Can I get the change all in 1,000 yen bills?",True,,,,7
1447,千円札,千[せん] 円[えん] 札[さつ],Thousand Yen Bill,千円札のおつりが不足しています。,千[せん] 円[えん] 札[さつ]のおつりが 不足[ふそく]しています。,We don't have enough thousand yen bills for change.,True,,,,7
1448,国民,国民[こくみん],The People,私は、日本の国民です。,私[わたし]は、 日本[にっぽん]の 国民[こくみん]です。,I am a Japanese citizen.,True,,,,7
1449,辺り,辺[あた]り,Area,日が出て、辺りが明るくなってきました。,日[ひ]が 出[で]て、 辺[あた]りが 明[あか]るくなってきました。,The sun is rising and it is getting brighter around here.,True,,,,7
1450,この辺,この 辺[へん],Around Here,この辺は、人が少ないです。,この 辺[へん]は、 人[ひと]が 少[すく]ないです。,There are not many people in this area.,True,,,,7
1451,付ける,付[つ]ける,To Attach Something,ホットドッグにケチャップ付ける？,ホットドッグにケチャップ 付[つ]ける？,Do you want to put ketchup on your hotdog?,True,,,,7
1452,以外,以外[いがい],Other Than,ビール以外のアルコール下さい。,ビール 以外[いがい]のアルコール 下[くだ]さい。,Please give me some alcohol other than beer.,True,,,,7
1453,以上,以上[いじょう],More Than,一万円以上のホテルでもいいですよ。,一万[いちまん] 円[えん] 以上[いじょう]のホテルでもいいですよ。,I'm fine with a hotel that costs more than ten thousand yen.,True,,,,7
1454,以前,以前[いぜん],Previously,あの男の人は、以前会ったことがある人です。,あの 男[おとこ]の 人[ひと]は、 以前[いぜん] 会[あ]ったことがある 人[ひと]です。,That man is someone I've met before.,True,,,,7
1455,失う,失[]う,To Lose,そんなにジャンプすると体力を失うよ。,そんなにジャンプすると 体力[たいりょく]を 失[]うよ。,"If you jump that much, you would lose your physical strength.",True,,,,7
1456,失礼,失礼[しつれい],Rude,なんて失礼な男だ。,なんて 失礼[しつれい]な 男[おとこ]だ。,Such a rude man.,True,,,,7
1457,必ず,必[かなら]ず,Surely,必ず毎日歩くことが大切です。,必[かなら]ず 毎日[まいにち] 歩[ある]くことが 大切[たいせつ]です。,It is important to make sure to walk every day.,True,,,,7
1458,必死,必死[ひっし],Frantic,お母さんは、ダイエットに必死だ。,お 母[はは]さんは、ダイエットに 必死[ひっし]だ。,Mom is frantic about losing weight.,True,,,,7
1459,未来,未来[みらい],Future,未来のことは分かりません。,未来[みらい]のことは 分[わ]かりません。,I don't know the future.,True,,,,7
